ID,날짜,조사기관,응답률,조사방법,이재명,윤석열,안철수,심상정,없음
716,2021-10-15 ~ 2021-10-16,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9126&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.2%,ARSRDD,35.5,-,-,-,7.9
717,2021-10-15 ~ 2021-10-16,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9126&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.2%,ARSRDD,36.1,48.9,-,-,7.3
718,2021-10-15 ~ 2021-10-16,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9124&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.8%,ARSRDD,32.3,-,-,-,16
719,2021-10-15 ~ 2021-10-16,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9124&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.8%,ARSRDD,31.2,-,-,-,18.2
720,2021-10-15 ~ 2021-10-16,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9124&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.8%,ARSRDD,31.3,-,-,-,11.8
721,2021-10-15 ~ 2021-10-16,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9124&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.8%,ARSRDD,30.2,43.9,-,-,7.9
722,2021-10-15 ~ 2021-10-16,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9123&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,6.8%,ARS가상번호,31.5,-,3.5,3.9,11.6
723,2021-10-15 ~ 2021-10-16,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9123&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,6.8%,ARS가상번호,32,32.9,3.5,3.2,9.6
724,2021-10-15 ~ 2021-10-16,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9123&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,6.8%,ARS가상번호,34.6,-,-,-,10.6
725,2021-10-15 ~ 2021-10-16,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9123&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,6.8%,ARS가상번호,35.4,37.1,-,-,8.9
726,2021-10-13 ~ 2021-10-15,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9121&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3%,ARSRDD,34.8,-,-,-,11.8
727,2021-10-13 ~ 2021-10-15,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9121&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3%,ARSRDD,34.1,-,-,-,12.2
728,2021-10-13 ~ 2021-10-15,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9121&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3%,ARSRDD,32,-,-,-,9.8
729,2021-10-13 ~ 2021-10-15,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9121&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3%,ARSRDD,35.4,40.7,-,-,8.4
730,2021-10-11 ~ 2021-10-12,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9112&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,10.2%,전화면접RDD,37,33,7,6,17
731,2021-10-11 ~ 2021-10-12,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9112&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,10.2%,전화면접RDD,40,-,-,-,26
732,2021-10-11 ~ 2021-10-12,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9112&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,10.2%,전화면접RDD,44,-,-,-,21
733,2021-10-11 ~ 2021-10-12,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9112&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,10.2%,전화면접RDD,41,-,-,-,18
734,2021-10-11 ~ 2021-10-12,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9112&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,10.2%,전화면접RDD,41,37,-,-,16
735,2021-10-13 ~ 2021-10-14,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9111&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.5%,ARSRDD,32,-,-,-,13.9
736,2021-10-13 ~ 2021-10-14,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9111&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.5%,ARSRDD,31.6,37.8,-,-,8.8
737,2021-10-12 ~ 2021-10-13,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9103&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,9.8%,전화면접RDD,36.3,-,-,7.3,20.1
738,2021-10-12 ~ 2021-10-13,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9103&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,9.8%,전화면접RDD,37.2,30.9,-,7.4,18.2
739,2021-10-12 ~ 2021-10-13,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9103&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,9.8%,전화면접RDD,37.5,-,-,-,18.1
740,2021-10-12 ~ 2021-10-13,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9103&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,9.8%,전화면접RDD,39,31.3,-,-,17.3
741,2021-10-11 ~ 2021-10-13,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9109&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.1%,ARSRDD,32.4,-,-,4.2,11.8
742,2021-10-11 ~ 2021-10-13,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9109&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.1%,ARSRDD,33.2,41.9,-,4.7,7.9
743,2021-10-12 ~ 2021-10-13,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9107&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,13.7%,전화면접가상번호,32.8,-,-,-,23.7
744,2021-10-12 ~ 2021-10-13,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9107&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,13.7%,전화면접가상번호,33.2,35.5,-,-,23.8
745,2021-10-12 ~ 2021-10-13,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9107&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,13.7%,전화면접가상번호,32.7,-,-,-,31.7
746,2021-10-12 ~ 2021-10-13,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9107&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,13.7%,전화면접가상번호,35.2,-,-,-,31.5
747,2021-10-12 ~ 2021-10-13,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9107&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,13.7%,전화면접가상번호,28.5,-,5.1,4.3,25.1
748,2021-10-12 ~ 2021-10-13,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9107&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,13.7%,전화면접가상번호,30,28.8,3.8,4.2,23.8
749,2021-10-11 ~ 2021-10-13,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9106&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,21.8%,전화면접가상번호,45.3,-,-,-,20.6
750,2021-10-11 ~ 2021-10-13,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9106&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,21.8%,전화면접가상번호,43.7,-,-,-,23.6
751,2021-10-11 ~ 2021-10-13,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9106&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,21.8%,전화면접가상번호,39.9,-,-,-,15.4
752,2021-10-11 ~ 2021-10-13,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9106&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,21.8%,전화면접가상번호,41,36,-,-,17.2
753,2021-10-11 ~ 2021-10-13,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9105&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,27.9%,전화면접가상번호,37,-,-,-,18
754,2021-10-11 ~ 2021-10-13,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9105&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,27.9%,전화면접가상번호,39,35,-,-,21
755,2021-10-11 ~ 2021-10-12,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9101&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,10.2%,전화면접RDD,44,-,-,-,21
756,2021-10-11 ~ 2021-10-12,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9101&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,10.2%,전화면접RDD,40,-,-,-,26
757,2021-10-11 ~ 2021-10-12,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9101&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,10.2%,전화면접RDD,41,-,-,-,18
758,2021-10-11 ~ 2021-10-12,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9101&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,10.2%,전화면접RDD,41,37,-,-,16
759,2021-10-11 ~ 2021-10-12,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9102&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5.2%,ARSRDD,32.4,-,5.1,5,16.6
760,2021-10-11 ~ 2021-10-12,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9102&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5.2%,ARSRDD,34,33.7,4,4.2,10.3
761,2021-10-10 ~ 2021-10-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9093&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,2.3%,ARSRDD,38.8,44.7,-,-,7
762,2021-10-10 ~ 2021-10-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9093&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,2.3%,ARSRDD,36.3,-,-,-,6.4
763,2021-10-11 ~ 2021-10-12,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9100&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,17.2%,전화면접가상번호,45.5,-,-,-,25
764,2021-10-11 ~ 2021-10-12,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9100&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,17.2%,전화면접가상번호,42.5,-,-,-,28.1
765,2021-10-11 ~ 2021-10-12,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9100&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,17.2%,전화면접가상번호,43,40.4,-,-,16.4
766,2021-10-11 ~ 2021-10-12,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9100&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,17.2%,전화면접가상번호,40.6,-,-,-,18.3
767,2021-10-09 ~ 2021-10-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9094&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3%,ARSRDD,35.6,-,-,-,11.4
768,2021-10-09 ~ 2021-10-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9094&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3%,ARSRDD,35.9,40.9,-,-,9.3
769,2021-10-10 ~ 2021-10-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9091&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.3%,ARSRDD,39.5,-,-,-,20
770,2021-10-10 ~ 2021-10-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9091&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.3%,ARSRDD,39.7,38.8,-,-,12
771,2021-10-10 ~ 2021-10-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9091&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.3%,ARSRDD,38.5,-,-,-,22.5
772,2021-10-10 ~ 2021-10-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9091&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.3%,ARSRDD,39.2,-,-,-,17
773,2021-10-09 ~ 2021-10-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9090&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.8%,ARSRDD,33,-,-,-,31.7
774,2021-10-09 ~ 2021-10-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9090&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.8%,ARSRDD,34.6,38.1,-,-,27.2
775,2021-10-09 ~ 2021-10-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9090&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.8%,ARSRDD,37.6,-,-,-,35.1
776,2021-10-09 ~ 2021-10-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9090&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.8%,ARSRDD,35.8,-,-,-,43.9
777,2021-10-11 ~ 2021-10-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9089&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.3%,ARSRDD,39.6,-,-,-,13.5
778,2021-10-11 ~ 2021-10-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9089&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.3%,ARSRDD,40.1,-,-,-,11.1
779,2021-10-11 ~ 2021-10-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9089&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.3%,ARSRDD,36.8,-,-,-,8.7
780,2021-10-11 ~ 2021-10-11,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9089&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.3%,ARSRDD,37.3,46.3,-,-,8.3
781,2021-10-09 ~ 2021-10-10,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9087&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,7.1%,ARS가상번호,38.6,-,-,-,5.9
782,2021-10-09 ~ 2021-10-10,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9087&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,7.1%,ARS가상번호,39.6,45.6,-,-,6.4
783,2021-10-08 ~ 2021-10-09,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9085&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,6.1%,ARS가상번호,35.2,-,-,-,9.3
784,2021-10-08 ~ 2021-10-09,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9085&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,6.1%,ARS가상번호,35.8,33.2,-,-,7
785,2021-10-04 ~ 2021-10-06,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9076&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,24.5%,전화면접가상번호,-,-,-,-,23
786,2021-10-04 ~ 2021-10-06,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9076&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,24.5%,전화면접가상번호,40,-,-,-,20
787,2021-10-04 ~ 2021-10-06,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9076&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,24.5%,전화면접가상번호,-,35,-,-,24
788,2021-10-04 ~ 2021-10-06,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9076&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,24.5%,전화면접가상번호,44,33,-,-,21
789,2021-10-05 ~ 2021-10-06,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9075&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.2%,ARSRDD,35.4,36.3,-,-,11.4
790,2021-10-05 ~ 2021-10-06,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9075&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.2%,ARSRDD,33.2,-,-,-,15.8
791,2021-10-02 ~ 2021-10-04,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9061&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,2.3%,ARSRDD,39.8,-,-,-,5.9
792,2021-10-02 ~ 2021-10-04,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9061&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,2.3%,ARSRDD,38.4,45.9,-,-,6.4
793,2021-10-03 ~ 2021-10-04,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9062&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,21%,전화면접가상번호,-,-,-,-,20
794,2021-10-03 ~ 2021-10-04,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9062&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,21%,전화면접가상번호,43.2,-,-,-,17.3
795,2021-10-03 ~ 2021-10-04,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9062&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,21%,전화면접가상번호,-,35.3,-,-,21.7
796,2021-10-03 ~ 2021-10-04,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9062&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,21%,전화면접가상번호,43.4,35.7,-,-,17.5
797,2021-10-01 ~ 2021-10-02,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9059&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4%,ARSRDD,-,-,-,-,10.8
798,2021-10-01 ~ 2021-10-02,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9059&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4%,ARSRDD,-,46.6,-,-,7.6
799,2021-10-01 ~ 2021-10-02,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9059&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4%,ARSRDD,41.8,-,-,-,9
800,2021-10-01 ~ 2021-10-02,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9059&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4%,ARSRDD,40,45.3,-,-,7.4
801,2021-10-01 ~ 2021-10-02,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9058&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.9%,ARSRDD,-,-,-,-,16.4
802,2021-10-01 ~ 2021-10-02,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9058&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.9%,ARSRDD,-,44.1,-,-,11.3
803,2021-10-01 ~ 2021-10-02,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9058&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.9%,ARSRDD,33.3,-,-,-,13.8
804,2021-10-01 ~ 2021-10-02,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9058&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.9%,ARSRDD,32.3,42.8,-,-,7.8
805,2021-09-27 ~ 2021-09-29,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9049&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,28.8%,전화면접가상번호,-,-,-,-,20
806,2021-09-27 ~ 2021-09-29,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9049&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,28.8%,전화면접가상번호,43,-,-,-,17
807,2021-09-27 ~ 2021-09-29,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9049&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,28.8%,전화면접가상번호,-,35,-,-,24
808,2021-09-27 ~ 2021-09-29,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9049&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,28.8%,전화면접가상번호,43,34,-,-,20
809,2021-09-27 ~ 2021-09-28,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9048&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5.1%,ARSRDD,-,-,-,-,30.2
810,2021-09-27 ~ 2021-09-28,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9048&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5.1%,ARSRDD,37.3,-,-,-,26.7
811,2021-09-27 ~ 2021-09-28,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9048&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5.1%,ARSRDD,-,43,-,-,26.2
812,2021-09-27 ~ 2021-09-28,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9048&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5.1%,ARSRDD,38.3,42,-,-,19.7
813,2021-09-27 ~ 2021-09-28,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9044&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,18%,전화면접가상번호,-,-,-,-,15.5
